gene_name	significant	logpval	difference	tstat
Ctc1	NA	1.06419	-0.42693	-1.42162
Trim68	NA	0.369361	-0.427067	-0.718444
Tmem71	NA	0.46542	-0.427102	-0.841814
Arf1	NA	1.31657	-0.427131	-1.61625
4930522L14Rik	NA	0.330824	-0.427586	-0.664771
Esco1	NA	1.40247	-0.427607	-1.67931
Aifm1	+	1.8254	-0.427647	-1.96548
Gm31812	NA	0.193124	-0.427741	-0.444337
Coq2	NA	1.62733	-0.427751	-1.83558
Phf5a	NA	0.815991	-0.427914	-1.20906
Rara	NA	0.918347	-0.42797	-1.30052
Rnf5	NA	0.312629	-0.428113	-0.638461
Tmem261	NA	0.331816	-0.428467	-0.666406
Soat1	NA	1.42329	-0.428861	-1.69614
Sf3a1	NA	0.53591	-0.428912	-0.925315
Fbxo38	NA	1.25007	-0.429366	-1.56977
Nudt14	NA	1.29717	-0.429441	-1.60517
Cecr2	NA	0.239356	-0.42986	-0.52447
Unk	NA	0.420625	-0.430409	-0.787127
Fibp	NA	1.03182	-0.430475	-1.399
Prelid1	+	1.76146	-0.430823	-1.93056
Lrrc40	+	1.79402	-0.430826	-1.95183
Pa2g4	NA	1.03375	-0.431525	-1.40171
Gstm4	NA	0.925582	-0.431556	-1.31012
Cox7a1	NA	0.74051	-0.431811	-1.14076
Lrrc28	NA	0.567953	-0.431894	-0.962634
Rnf19a	NA	0.818742	-0.4319	-1.21477
Ppp2r2a	NA	0.957723	-0.432061	-1.33833
Pde4dip	NA	0.856695	-0.432153	-1.24961
2510046G10Rik	NA	0.40129	-0.43216	-0.762619
Fbxo4	NA	0.900489	-0.4324	-1.28891
Ghitm	+	2.00319	-0.432449	-2.08859
Sestd1	NA	0.711144	-0.432712	-1.11262
Ambra1	NA	1.34905	-0.432764	-1.64825
Acsl5	+	2.25035	-0.432768	-2.23983
Psmg1	NA	0.970509	-0.433012	-1.35017
Xrcc3	NA	0.521488	-0.433037	-0.910676
Tor1a	NA	1.00395	-0.433592	-1.37903
Bcl2l2	NA	0.383858	-0.433627	-0.73992
Pcnp	NA	1.24918	-0.43368	-1.57481
Gm26656	NA	0.236785	-0.433837	-0.520777
Epb41l2	NA	1.17433	-0.434691	-1.5183
Kbtbd2	NA	0.2985	-0.434823	-0.618818
Cdk18	NA	0.633578	-0.435063	-1.03501
Rps6ka4	NA	1.06332	-0.435127	-1.42988
Rab5c	NA	0.938004	-0.435394	-1.32446
Rps6	NA	0.235438	-0.435615	-0.518781
Gm10501	NA	0.244708	-0.435667	-0.53418
Hk1os	NA	0.392597	-0.436027	-0.752307
Gm36210	NA	0.266439	-0.437267	-0.569599
Ippk	NA	0.74022	-0.437295	-1.14427
1110001J03Rik	NA	1.46064	-0.437473	-1.73638
Ikzf4	NA	0.93742	-0.437581	-1.32597
Ndufaf5	NA	1.63828	-0.437627	-1.86104
Fbxo30	NA	1.02979	-0.438356	-1.40553
Zfp41	NA	1.2313	-0.438621	-1.56752
Mrpl15	NA	0.772709	-0.43887	-1.17677
Psmd9	NA	0.929218	-0.43888	-1.31998
S100a3	NA	0.303939	-0.438995	-0.627858
Snrpb	NA	1.03224	-0.439505	-1.40876
1700113A16Rik	NA	0.308838	-0.440153	-0.635433
Aida	NA	0.584805	-0.440624	-0.985565
Cd48	NA	0.249083	-0.440777	-0.542138
Kif1c	NA	0.508875	-0.441588	-0.899625
Ermp1	NA	1.31324	-0.441907	-1.63444
Gm16225	NA	0.362075	-0.441943	-0.712463
Slc7a5	+	2.22097	-0.442079	-2.24663
Plagl2	NA	0.660338	-0.442541	-1.06724
Map1b	NA	0.359928	-0.442582	-0.709641
Fam189b	NA	0.359928	-0.442582	-0.709641
Hist1h2bl	NA	0.359928	-0.442582	-0.709641
Gm10687	NA	0.359928	-0.442582	-0.709641
1700019L13Rik	NA	0.359928	-0.442582	-0.709641
Sv2c	NA	0.359928	-0.442582	-0.709641
Dag1	NA	0.604507	-0.442707	-1.00813
9130213A22Rik	NA	0.321984	-0.443187	-0.655537
Gm38399	NA	0.159824	-0.443364	-0.383427
Wrb	NA	0.915027	-0.444248	-1.31221
2410089E03Rik	NA	0.420068	-0.444852	-0.791105
Kif2a	NA	1.48259	-0.444866	-1.76381
Rasa3	NA	1.62813	-0.445106	-1.86737
Hist1h4f	NA	0.334826	-0.445316	-0.674705
Tbc1d7	NA	0.84929	-0.445562	-1.25376
Papd7	NA	0.53239	-0.446007	-0.928962
Tpi1	NA	0.909171	-0.446142	-1.30863
Cbl	NA	1.05461	-0.446383	-1.43455
Stambpl1	NA	0.497671	-0.446693	-0.888386
Oxr1	NA	0.45288	-0.446923	-0.833625
Jag2	NA	0.167953	-0.447013	-0.399383
Eif4g1	NA	1.55198	-0.44712	-1.81721
Tiprl	NA	0.549258	-0.447133	-0.948844
Mta3	NA	0.916768	-0.447253	-1.31638
Bub3	+	3.56033	-0.447438	-2.99418
Lta4h	NA	0.444543	-0.447533	-0.823336
Tapt1	NA	0.452495	-0.44777	-0.833437
Ppid	NA	1.06669	-0.448245	-1.44658
Lrpprc	NA	1.05263	-0.448279	-1.43485
Fam103a1	NA	0.416116	-0.448423	-0.787074
Abi2	NA	1.26446	-0.448626	-1.60599
Cox7a2	NA	1.25983	-0.448725	-1.60252
Hcfc1	+	1.69086	-0.44893	-1.91772
Kars	NA	1.26375	-0.449211	-1.60619
Smim11	NA	0.517964	-0.449552	-0.913626
Fam174a	NA	0.602067	-0.450301	-1.00935
Smad2	NA	1.17824	-0.450564	-1.54035
Limd2	+	2.60563	-0.450954	-2.50088
Morf4l1	NA	0.994507	-0.450958	-1.38799
Slc7a1	NA	1.03276	-0.451367	-1.42117
R3hdm1	NA	1.17587	-0.451428	-1.53946
Dusp2	NA	0.206876	-0.451656	-0.47154
Nenf	NA	0.801373	-0.451656	-1.21339
Rars2	NA	1.18649	-0.451675	-1.54827
Tomm40l	NA	1.09808	-0.452094	-1.47673
Stfa3	NA	0.25943	-0.45251	-0.560802
Serp1	NA	1.62421	-0.452549	-1.87758
Akr1a1	+	2.26091	-0.452825	-2.29895
Ube2j2	NA	1.2029	-0.453696	-1.56378
Mcu	NA	1.54661	-0.453736	-1.82416
Bst2	NA	1.46889	-0.453762	-1.76756
Txnl1	NA	1.48481	-0.453814	-1.77934
Smg5	NA	1.05843	-0.453955	-1.44551
Yif1a	NA	1.14446	-0.454021	-1.51698
Rab11a	NA	0.975312	-0.454041	-1.37416
Cdc34b	NA	0.332375	-0.454291	-0.673166
Nup62	NA	1.6182	-0.454309	-1.87634
Pfkfb1	NA	0.243639	-0.454314	-0.535101
Asf1a	NA	1.08866	-0.454382	-1.47133
Zcrb1	NA	0.786935	-0.454408	-1.20147
Ctu2	NA	0.736614	-0.45445	-1.15209
AI413582	NA	1.18983	-0.454496	-1.55425
Kif1b	NA	1.46125	-0.454697	-1.76334
Mapk1ip1l	NA	1.64798	-0.454714	-1.89811
Gk5	NA	0.441857	-0.454823	-0.822348
Josd1	NA	0.870687	-0.454988	-1.28097
Slc15a3	NA	0.359928	-0.455193	-0.712808
Aqp9	NA	1.18757	-0.455522	-1.55364
Smurf1	+	1.77749	-0.455559	-1.98973
Zfp280b	NA	1.15857	-0.455627	-1.53028
Gsr	NA	0.749747	-0.456042	-1.16618
Usf1	NA	0.583429	-0.456283	-0.991651
Kbtbd4	NA	1.05638	-0.456695	-1.44654
Rhebl1	+	2.04915	-0.45698	-2.17427
Ttf2	NA	0.67239	-0.457018	-1.0881
Enoph1	NA	0.611303	-0.457118	-1.02288
Nedd8	+	2.72758	-0.4572	-2.59122
Mex3b	NA	0.266015	-0.457347	-0.572192
Bet1	NA	0.777031	-0.457469	-1.19396
Mtrf1	NA	0.995937	-0.457507	-1.39537
Snx13	NA	0.591106	-0.457868	-1.00096
Mphosph8	+	2.7172	-0.457872	-2.58737
Crybb3	NA	0.246814	-0.458134	-0.540915
Ralgps1	NA	0.19911	-0.458262	-0.458314
Ebi3	NA	0.420334	-0.458282	-0.795598
Arpp19	NA	1.0365	-0.458314	-1.4312
Lgr4	NA	0.419906	-0.45852	-0.795109
Trim27	NA	1.18343	-0.458697	-1.55396
Gm12355	NA	0.628937	-0.458828	-1.04292
Sars	NA	1.00556	-0.458885	-1.40503
Tm9sf3	+	1.72688	-0.459024	-1.96116
Fam98a	NA	0.86541	-0.459206	-1.27939
9030617O03Rik	NA	0.484068	-0.459404	-0.87673
Gbas	NA	0.501232	-0.459419	-0.897611
Cpne3	NA	1.65138	-0.459894	-1.9095
1700037H04Rik	NA	0.256945	-0.459957	-0.557873
Zfp1	NA	0.717193	-0.460204	-1.13614
Rras	NA	0.487925	-0.460312	-0.881785
Bcl2l12	NA	0.513682	-0.460402	-0.912924
Nudt3	NA	0.570469	-0.460897	-0.979185
Ndufa9	+	2.04658	-0.461076	-2.18181
Cbwd1	NA	1.15913	-0.461316	-1.5371
Cdkn1b	NA	0.400455	-0.461391	-0.77012
Rfc5	NA	0.542026	-0.461487	-0.946759
Magoh	NA	0.893218	-0.461527	-1.30694
Gpr132	NA	0.316446	-0.461753	-0.651202
Bpgm	NA	0.966425	-0.461916	-1.37341
Mapk6	NA	0.936934	-0.462145	-1.34723
4833427G06Rik	NA	0.65093	-0.462222	-1.06831
Pou5f2	NA	0.65093	-0.462222	-1.06831
Il20rb	NA	0.65093	-0.462222	-1.06831
1700018L02Rik	NA	0.65093	-0.462222	-1.06831
Ripply3	NA	0.65093	-0.462222	-1.06831
Aire	NA	0.65093	-0.462222	-1.06831
Prox2os	NA	0.65093	-0.462222	-1.06831
Atg4c	NA	0.515675	-0.46267200000000003	-0.916194
Dctn6	NA	0.343913	-0.462723	-0.691762
Ddb2	NA	0.23993	-0.462737	-0.530023
Zfp85	NA	0.23449	-0.462966	-0.520846
Zdhhc6	NA	1.63369	-0.463121	-1.90235
Egfl7	NA	0.812377	-0.463339	-1.23229
Arih2	NA	0.573445	-0.463352	-0.983669
Mid1ip1	NA	1.42895	-0.46341	-1.75196
Lrrc2	NA	0.392346	-0.463444	-0.759724
9330160F10Rik	NA	0.389376	-0.463462	-0.755686
Gm16008	NA	0.297833	-0.463655	-0.623317
Psmd2	+	2.80487	-0.463728	-2.65715
Gm31597	NA	0.313222	-0.464231	-0.646849
Itpa	NA	1.62546	-0.464356	-1.8985
Mrps18c	+	1.74869	-0.464374	-1.9862
Guca1a	NA	1.0866	-0.464397	-1.47993
Taf12	+	2.02483	-0.464697	-2.17544
5730508B09Rik	NA	0.553999	-0.464717	-0.96201
Pop7	NA	0.619962	-0.464868	-1.03622
Dgcr6	NA	1.16428	-0.464932	-1.54534
Gosr2	+	1.77665	-0.465327	-2.00755
Pif1	NA	0.759198	-0.465432	-1.18166
Ppp5c	+	1.84227	-0.465503	-2.05346
Dad1	NA	1.62691	-0.465552	-1.90154
Tbc1d2	NA	0.834361	-0.465732	-1.25506
Sp3	+	2.53068	-0.465984	-2.50095
Znhit2	NA	0.693074	-0.466588	-1.1151
Cep76	NA	0.621989	-0.467008	-1.0395
Bloc1s3	NA	0.333487	-0.467077	-0.677539
Gm12708	NA	0.289939	-0.467154	-0.611702
Stx7	NA	0.814548	-0.467344	-1.2372
Synj2	NA	0.597006	-0.467367	-1.01204
Mrpl57	NA	0.98352	-0.467479	-1.39352
Ocel1	NA	0.974764	-0.467553	-1.3858
Arl14ep	NA	1.28567	-0.467611	-1.64657
Ttc7	NA	1.13352	-0.467806	-1.52293
Rbpjl	NA	0.368607	-0.467832	-0.728075
Gm44647	NA	0.254404	-0.467841	-0.554835
Srp19	+	2.39952	-0.467933	-2.42521
Tcaim	NA	0.322329	-0.468076	-0.661248
Mettl15	NA	0.511416	-0.468112	-0.913193
Fut10	NA	0.557774	-0.468469	-0.967975
Chp1	NA	1.05984	-0.468711	-1.46137
Top3a	NA	1.37937	-0.469069	-1.72188
Gm38431	NA	0.171942	-0.469408	-0.40876
Glrx3	NA	0.877379	-0.469536	-1.29852
Mast2	+	1.71871	-0.469792	-1.97473
Spire1	NA	0.734237	-0.469877	-1.15935
2010109A12Rik	NA	0.289023	-0.469974	-0.610751
Gm13205	NA	0.917912	-0.47036	-1.33674
1110008P14Rik	NA	1.28648	-0.470434	-1.6507
Slc25a11	+	2.75893	-0.470482	-2.65202
Cdc123	NA	1.20653	-0.47077	-1.58655
Map2k4	NA	1.28572	-0.470887	-1.65065
Map3k12	NA	0.353296	-0.471054	-0.707122
Arf6	+	1.96673	-0.471393	-2.15064
Polr2d	NA	0.605273	-0.471551	-1.02323
Fancc	NA	1.54553	-0.471647	-1.85164
Sesn2	NA	1.00997	-0.471712	-1.42072
Exoc2	NA	0.961402	-0.472131	-1.37778
Klhl5	NA	1.26923	-0.472302	-1.63917
Akirin1	NA	0.630651	-0.47238	-1.05164
Ttc32	NA	0.497107	-0.472658	-0.897509
Srd5a3	NA	1.24716	-0.472723	-1.62187
Psmc4	NA	0.8554	-0.473077	-1.28044
Isca2	NA	1.06986	-0.473154	-1.47432
Suv39h1	NA	0.776281	-0.47318	-1.20365
Dlst	+	1.69641	-0.473301	-1.96486
Gm28556	NA	0.389345	-0.474002	-0.758394
Abhd17a	+	2.27167	-0.474322	-2.36009
N6amt2	NA	1.30108	-0.474383	-1.66721
Wbscr22	NA	0.438191	-0.47442	-0.823778
1700008O03Rik	NA	0.203545	-0.474687	-0.467946
Ap2a2	+	2.52203	-0.475036	-2.5214
Fbl	NA	1.28691	-0.475057	-1.6567
Syvn1	NA	0.255397	-0.475078	-0.557481
Arhgef11	NA	0.583239	-0.475331	-1.00015
Gmcl1	NA	1.06954	-0.475933	-1.47673
Hnrnpll	+	1.85124	-0.476189	-2.08029
Lars	+	2.74859	-0.476197	-2.66385
Dennd6a	NA	0.775815	-0.476268	-1.20518
Pgf	NA	0.394382	-0.476679	-0.765986
Rbms2	NA	0.535888	-0.476775	-0.945771
Nop10	NA	1.42333	-0.476818	-1.76644
Mfsd3	NA	0.274013	-0.476902	-0.588069
Nudt19	NA	1.45532	-0.476986	-1.79133
Eif2b3	NA	1.16221	-0.476994	-1.5567
Igflr1	NA	0.389331	-0.477017	-0.759142
Exosc7	NA	0.517305	-0.477452	-0.923812
Gzf1	NA	1.00727	-0.477542	-1.42357
E2f2	NA	0.745278	-0.477741	-1.17534
Parvg	NA	0.91779	-0.478274	-1.34294
Gm17197	NA	0.346686	-0.478331	-0.699186
Gnptab	NA	0.681711	-0.478338	-1.10969
Med31	NA	0.320304	-0.478458	-0.66024
Eno1b	NA	0.346979	-0.478749	-0.699701
Nolc1	NA	0.814279	-0.47878	-1.24481
Ptp4a1	NA	1.144	-0.478814	-1.5433
Bzw2	+	2.15749	-0.479954	-2.29819
0610010F05Rik	NA	1.54095	-0.48025	-1.8613
Pbdc1	NA	0.791641	-0.48034	-1.22354
Tdp2	NA	1.30704	-0.480505	-1.67951
Aasdhppt	NA	0.978553	-0.480631	-1.40049
Lsr	NA	0.201998	-0.480842	-0.465733
Cct8	NA	1.42074	-0.48101	-1.77014
Srbd1	NA	1.07698	-0.481038	-1.48808
Atp6v1h	NA	0.78577	-0.481043	-1.21816
Ccdc127	NA	1.09624	-0.481297	-1.505
Erbb3	NA	0.746225	-0.48134	-1.17848
Fbxo21	NA	0.674985	-0.481394	-1.10415
Cltb	NA	0.8071	-0.481734	-1.23974
Coq7	NA	1.09772	-0.481973	-1.50695
Nxpe4	NA	0.348758	-0.481991	-0.702974
Wbp4	+	2.00834	-0.482041	-2.20135
Gins3	NA	1.3187	-0.482218	-1.69098
AI846148	NA	0.602477	-0.482252	-1.02503
Gstz1	NA	1.02549	-0.482282	-1.444
Pole	NA	0.847344	-0.482522	-1.2795
Fbxo45	NA	0.76009	-0.482536	-1.19329
Amt	NA	0.422885	-0.482557	-0.806006
Gm16537	NA	0.422885	-0.482557	-0.806006
Atrnl1	NA	0.761816	-0.483153	-1.19542
Dera	NA	1.57082	-0.483372	-1.88857
2300009A05Rik	+	2.44018	-0.483813	-2.49348
Smchd1	+	3.38323	-0.483983	-3.05764
Reps1	NA	0.448318	-0.484631	-0.840001
Slc4a7	+	2.9573	-0.485307	-2.81849
Bod1	+	1.84625	-0.485535	-2.09437
Uqcr10	NA	1.13311	-0.485644	-1.54101
Cfap36	NA	0.796184	-0.485723	-1.23153
Gm27231	NA	0.359928	-0.485755	-0.7199
Aak1	+	1.66382	-0.485797	-1.96197
Aim2	NA	1.09007	-0.485821	-1.50404
Nbas	NA	0.637075	-0.485872	-1.06527
Tmem147	NA	0.833841	-0.485953	-1.26878
Gm16740	NA	0.289015	-0.486026	-0.613372
Cltc	NA	1.11391	-0.48640099999999997	-1.52527
Zc3h11a	NA	0.447086	-0.486403	-0.838932
Ak6	NA	0.468486	-0.48657	-0.8665
Dtd1	NA	0.456304	-0.486852	-0.850994
A630095N17Rik	NA	0.511852	-0.487111	-0.920726
Ndufa12	NA	0.73602	-0.487341	-1.17153
Lrtm2	NA	0.249863	-0.487343	-0.549894
Fcgrt	NA	0.26619	-0.487402	-0.576927
Lrmp	+	1.89161	-0.48774	-2.1309
Crp	NA	0.236164	-0.487842	-0.526726
Appl1	+	2.44278	-0.488038	-2.50635
Tmem170b	NA	0.57433	-0.488248	-0.99546
Rpl30	NA	0.281024	-0.48835	-0.601041
Abracl	NA	0.609704	-0.488473	-1.03598
Tyrobp	NA	1.57269	-0.488495	-1.89777
Bag1	NA	1.39534	-0.488802	-1.76049
Tada1	NA	1.15689	-0.488966	-1.56471
Dhcr7	NA	1.18935	-0.489423	-1.59273
Mff	NA	1.37889	-0.49004	-1.74898
G6pc3	NA	0.576822	-0.490117	-0.999124
Gm15408	NA	0.359928	-0.490362	-0.720904
Usp10	NA	1.43219	-0.490403	-1.79174
5031439G07Rik	NA	0.934962	-0.490577	-1.36855
Dlat	NA	0.836521	-0.491078	-1.27487
Yrdc	NA	1.46911	-0.49111900000000003	-1.82171
Hist1h2bb	NA	0.412632	-0.491144	-0.794573
Cep72	NA	0.505029	-0.491154	-0.913775
Ttll4	NA	0.633139	-0.49155	-1.06361
AC161165.2	NA	0.306815	-0.491558	-0.642057
Slc5a5	NA	0.250012	-0.491591	-0.550683
Rapgef1	NA	0.930392	-0.491634	-1.3651
Strip1	NA	1.37489	-0.491992	-1.74825
Armc1	+	1.74212	-0.492078	-2.03037
Mitd1	+	2.20229	-0.492124	-2.35636
2700049A03Rik	+	2.57845	-0.492155	-2.60523
Gm46411	NA	0.338514	-0.492281	-0.690069
Rgs19	NA	1.18765	-0.492577	-1.59462
Setd8	+	2.25974	-0.492732	-2.39674
Slf1	NA	1.04155	-0.492813	-1.4677
Gm39348	NA	0.285299	-0.492826	-0.60854
Cops3	NA	0.886795	-0.492935	-1.32482
Slc9b1	NA	0.384863	-0.492977	-0.756844
Gm45871	NA	0.545696	-0.492982	-0.963711
Flt3l	+	3.40868	-0.493235	-3.10862
Tubb4b	NA	0.943882	-0.49334	-1.37902
Tefm	NA	0.428884	-0.49347800000000003	-0.817009
Mrpl14	NA	1.24454	-0.493857	-1.64385
Plekha7	NA	0.366272	-0.494071	-0.730808
Atl3	+	2.0911	-0.494447	-2.28491
Gxylt1	NA	0.803321	-0.494479	-1.24424
Flnb	NA	1.21756	-0.49487	-1.62233
Mcoln2	NA	0.272375	-0.495011	-0.588075
Picalm	NA	0.867601	-0.495028	-1.30784
Gpn2	NA	0.178089	-0.495048	-0.422415
Lage3	+	2.15896	-0.495168	-2.33352
Mrpl54	NA	1.07685	-0.495278	-1.50132
Gm26821	NA	0.194495	-0.495428	-0.453275
9330136K24Rik	NA	0.284289	-0.4955	-0.607336
Gpn3	NA	0.228551	-0.495707	-0.514445
Slc38a1	NA	1.07585	-0.496049	-1.50114
Foxred2	NA	0.63274300000000006	-0.496052	-1.06527
Lrrc75aos2	NA	0.63274300000000006	-0.496052	-1.06527
Slc30a6	NA	0.407193	-0.49621	-0.788482
Rgs14	NA	0.391646	-0.496618	-0.767163
Mrps25	NA	1.42595	-0.497116	-1.79566
Mrpl12	NA	0.796923	-0.497624	-1.23979
Ccl24	NA	0.547637	-0.497971	-0.967922
Fsd2	NA	0.547637	-0.497971	-0.967922
Hmgcl	NA	0.452553	-0.498247	-0.849531
Ythdf2	+	2.82738	-0.498327	-2.78137
Gsdmd	NA	1.31434	-0.498419	-1.70689
4930426L09Rik	NA	0.280817	-0.498426	-0.602207
Utp20	NA	1.39311	-0.498471	-1.77108
Hnrnpl	+	2.11618	-0.498546	-2.31119
Eif3b	+	2.26916	-0.498638	-2.41707
Acly	+	1.85282	-0.498829	-2.12353
Myo5c	NA	0.311845	-0.499088	-0.651089
Nol7	+	2.65659	-0.49918	-2.67542
Uqcr11	NA	1.25524	-0.499201	-1.65872
Cpxm2	NA	0.630804	-0.499712	-1.06477
Chmp2a	+	1.62437	-0.499905	-1.95452
Zfp131	NA	0.935681	-0.49997	-1.37644
Pspc1	+	2.8156	-0.500938	-2.78206
Slc30a9	+	2.27141	-0.501131	-2.42445
Ska1	+	1.96552	-0.501216	-2.20978
Sae1	NA	0.86138	-0.501225	-1.30606
Agfg1	NA	1.0308	-0.501416	-1.4655
Gm47545	NA	0.549187	-0.501631	-0.971151
Usp3	NA	0.858528	-0.501695	-1.30358
Drg2	+	2.40582	-0.501802	-2.51737
Wwp1	NA	1.06007	-0.502263	-1.49266
Slc32a1	NA	0.370908	-0.502551	-0.739281
Spata33	NA	0.245267	-0.50293	-0.544037
Ggt7	NA	0.512687	-0.503529	-0.927468
Nme2	NA	1.47663	-0.503532	-1.8445
Pla2g5	NA	0.942608	-0.504161	-1.38614
Ywhag	+	3.39635	-0.504355	-3.14531
Pdxdc1	NA	1.1369	-0.504451	-1.56278
Odf2l	+	1.72133	-0.504617	-2.03571
Mrpl20	+	1.75865	-0.504682	-2.06394
Camk2n2	NA	0.443502	-0.504792	-0.83951
Letm1	NA	1.15766	-0.505002	-1.58145
Atp5o	+	3.04113	-0.50516	-2.93623
Wipi1	NA	0.879438	-0.505295	-1.32645
Rabepk	NA	1.24314	-0.505303	-1.65516
Brix1	NA	1.1515	-0.505355	-1.57642
Nucb1	NA	1.24714	-0.505551	-1.65882
Igf1	NA	0.373349	-0.506211	-0.74356
Senp1	NA	1.29147	-0.506238	-1.69689
Haus4	NA	0.793488	-0.506312	-1.24162
Mpc1	NA	0.602902	-0.506904	-1.03622
Slc6a6	+	2.84144	-0.507031	-2.81725
Zfp60	NA	0.276305	-0.507217	-0.596165
Ddt	+	2.23781	-0.507531	-2.41595
Ibtk	+	1.60414	-0.508089	-1.95119
Oser1	NA	0.480547	-0.508288	-0.888634
4732471J01Rik	NA	0.384742	-0.508723	-0.760287
Pkn3	NA	0.684628	-0.508817	-1.1285
Cep128	NA	0.895439	-0.508906	-1.34449
Ift74	NA	0.692465	-0.509011	-1.13711
Asb7	NA	1.01013	-0.509714	-1.45351
Hspe1	NA	1.36133	-0.509751	-1.759
Bysl	NA	0.749791	-0.509998	-1.19865
Cyb5r4	NA	0.949089	-0.510101	-1.39674
Mipol1	NA	0.640751	-0.510295	-1.0807
Ccdc18	+	1.59176	-0.510339	-1.94482
Dip2b	+	2.15614	-0.511037	-2.36618
Mapk9	NA	1.14226	-0.511714	-1.57442
Pds5a	+	2.70336	-0.511737	-2.74191
Nek4	NA	1.49934	-0.511757	-1.87365
Gstm1	NA	0.256577	-0.512105	-0.564234
Ilf2	+	1.77439	-0.512357	-2.08862
Mxd3	NA	0.602471	-0.512657	-1.03811
Mtg1	NA	0.253187	-0.512788	-0.558612
Gm14167	NA	0.285982	-0.513163	-0.612631
Prr36	NA	0.296685	-0.513222	-0.629701
Aldh18a1	NA	1.08919	-0.513589	-1.52885
Cdc20	+	1.58314	-0.513699	-1.94289
Alyref	NA	0.655229	-0.51373	-1.09845
Cenpo	NA	0.78184	-0.513801	-1.2341
Psma4	+	2.08642	-0.514069	-2.32255
Nrgn	NA	0.991787	-0.514818	-1.44054
Dhrs7b	NA	1.01116	-0.514864	-1.45862
Grik5	NA	0.394968	-0.51488	-0.77605
Fam220a	+	2.28529	-0.514969	-2.46615
Gm11273	NA	1.05949	-0.515573	-1.50367
Zfp821	NA	0.785942	-0.515809	-1.23949
Cers2	NA	0.448309	-0.515978	-0.848928
Eif4e3	+	2.35804	-0.516015	-2.51948
Slmo2	NA	0.714364	-0.516262	-1.16439
Nek1	NA	1.01347	-0.516789	-1.46231
Rnaseh2a	NA	0.92564	-0.517076	-1.37943
Tmem218	NA	0.483756	-0.517262	-0.895453
Cacna1a	NA	0.571552	-0.517355	-1.00371
Tasp1	NA	0.36196	-0.517378	-0.729444
Abhd17b	+	2.53783	-0.517461	-2.64688
Snrpd3	NA	0.897232	-0.518185	-1.35263
Gtf3c5	+	1.67367	-0.518204	-2.02049
Cops6	+	3.47762	-0.519051	-3.25021
Pex13	NA	0.453438	-0.519185	-0.856581
Cpd	NA	1.07761	-0.519252	-1.52332
Tesk2	NA	0.5356	-0.519692	-0.96117
Eif4a1	NA	0.55842	-0.519735	-0.988892
Rogdi	+	2.07225	-0.520057	-2.32435
Dusp19	NA	0.819357	-0.520465	-1.27645
Nup37	NA	1.14037	-0.520528	-1.58098
Hspa12b	NA	0.326408	-0.521067	-0.677125
Retn	NA	0.316198	-0.521144	-0.661455
Iqcg	NA	0.945046	-0.521214	-1.40107
Ggt5	NA	0.408295	-0.521346	-0.796096
Ndufaf3	NA	1.07741	-0.522151	-1.52562
Ssr2	+	2.5109	-0.52239	-2.64118
Ap3s1	NA	0.380387	-0.522406	-0.757064
Cd81	NA	0.5087	-0.522444	-0.928693
Pcbd2	NA	1.04545	-0.522656	-1.4967
Bop1	NA	0.787786	-0.522738	-1.24536
Gde1	NA	1.03426	-0.523203	-1.48677
Prim2	NA	1.38996	-0.523358	-1.79889
Cited2	+	2.47368	-0.523462	-2.61812
Necab3	NA	0.299033	-0.523737	-0.634983
Nfatc3	NA	0.670579	-0.523819	-1.12016
Cmya5	NA	0.517253	-0.523841	-0.939852
Mex3a	NA	1.27921	-0.523922	-1.70579
Chtop	+	1.74964	-0.524205	-2.08888
Rps27l	+	3.31869	-0.524252	-3.17413
Tspan5	NA	1.19718	-0.524436	-1.63501
Podxl	NA	0.519724	-0.524798	-0.943244
Malsu1	NA	1.44405	-0.524912	-1.84564
Gm10160	NA	0.358393	-0.524971	-0.725706
Iqgap3	NA	0.895123	-0.525155	-1.35525
Ddx51	NA	0.453974	-0.525446	-0.858979
Alg8	NA	1.11149	-0.525454	-1.55947
Htatip2	NA	0.237106	-0.525895	-0.532515
Gm36287	NA	0.217082	-0.52591	-0.497106
Spry4	NA	0.35745	-0.525918	-0.7245
Tmem9b	NA	0.501412	-0.526288	-0.920688
Depdc1b	NA	0.668722	-0.526493	-1.11931
Tnk2	+	2.09733	-0.526517	-2.35568
Tssk6	NA	0.629085	-0.526547	-1.07449
Pfkfb3	+	1.83128	-0.526557	-2.15572
Wdr70	NA	1.39696	-0.526646	-1.80861
4930558J18Rik	NA	1.14623	-0.527118	-1.59227
Rnf24	NA	0.54398	-0.527493	-0.974098
Med9	NA	1.07587	-0.527773	-1.52897
Gm14002	NA	0.266416	-0.527788	-0.582576
Nup133	NA	0.788492	-0.527955	-1.24903
Cisd2	+	2.17729	-0.528112	-2.4176
Inip	+	1.78535	-0.5286	-2.12363
Pank2	+	2.98621	-0.528697	-2.97849
Nxn	NA	0.808963	-0.528787	-1.27071
1700026L06Rik	NA	0.475237	-0.528823	-0.887817
Parl	NA	1.4742	-0.529476	-1.87621
Gm15873	NA	0.556965	-0.530108	-0.990822
Cops7a	+	2.07364	-0.530252	-2.34553
9130023H24Rik	NA	0.480027	-0.530295	-0.894454
Xndc1	NA	0.803844	-0.530476	-1.2664
Pcsk7	NA	0.844399	-0.530741	-1.3081
